,Germany,Germany,Germany,Germany,Germany,Germany,Austria,Austria,Austria,Austria,Austria,Austria,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Italy,Italy,Italy,Italy,Italy,Italy,Spain,Spain,Spain,Spain,Spain,Spain,France,France,France,France,France,France
,Aedes-borne disease system,Aedes-borne disease system,Aedes-borne disease system,Culex-borne disease system,Culex-borne disease system,Culex-borne disease system,Aedes-borne disease system,Aedes-borne disease system,Aedes-borne disease system,Culex-borne disease system,Culex-borne disease system,Culex-borne disease system,Aedes-borne disease system,Aedes-borne disease system,Aedes-borne disease system,Culex-borne disease system,Culex-borne disease system,Culex-borne disease system,Aedes-borne disease system,Aedes-borne disease system,Aedes-borne disease system,Culex-borne disease system,Culex-borne disease system,Culex-borne disease system,Aedes-borne disease system,Aedes-borne disease system,Aedes-borne disease system,Culex-borne disease system,Culex-borne disease system,Culex-borne disease system,Aedes-borne disease system,Aedes-borne disease system,Aedes-borne disease system,Culex-borne disease system,Culex-borne disease system,Culex-borne disease system
,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio,total_count,count,ratio
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-19,6190,2,0.00032310177705977385,6190,0,0.0,1319.0,2.0,0.001516300227445034,1319.0,0.0,0.0,894.0,5.0,0.005592841163310962,894.0,0.0,0.0,3317.0,1.0,0.00030147723846849563,3317.0,0.0,0.0,5529,7,0.001266051727256285,5529,0,0.0,5242,3,0.0005723006486074017,5242,0,0.0
2015-06-20,3361,1,0.0002975304968759298,3361,0,0.0,739.0,0.0,0.0,739.0,0.0,0.0,543.0,1.0,0.001841620626151013,543.0,0.0,0.0,2254.0,2.0,0.0008873114463176575,2254.0,0.0,0.0,3842,6,0.0015616866215512754,3842,0,0.0,3561,17,0.004773939904521202,3561,0,0.0
2015-06-21,3767,0,0.0,3767,0,0.0,751.0,0.0,0.0,751.0,0.0,0.0,547.0,0.0,0.0,547.0,0.0,0.0,1958.0,0.0,0.0,1958.0,0.0,0.0,3496,7,0.002002288329519451,3496,0,0.0,3294,0,0.0,3294,0,0.0
2015-06-22,6226,0,0.0,6226,0,0.0,1355.0,0.0,0.0,1355.0,0.0,0.0,1011.0,0.0,0.0,1011.0,0.0,0.0,2900.0,1.0,0.0003448275862068965,2900.0,0.0,0.0,4976,4,0.0008038585209003215,4976,0,0.0,4934,1,0.00020267531414673692,4934,0,0.0
2015-06-23,6821,1,0.00014660606949127694,6821,1,0.00014660606949127694,1481.0,0.0,0.0,1481.0,0.0,0.0,1824.0,0.0,0.0,1824.0,0.0,0.0,3263.0,0.0,0.0,3263.0,0.0,0.0,5579,12,0.0021509231044990144,5579,0,0.0,5456,6,0.0010997067448680353,5456,0,0.0
2015-06-24,7501,1,0.0001333155579256099,7501,0,0.0,1333.0,1.0,0.0007501875468867217,1333.0,0.0,0.0,1536.0,0.0,0.0,1536.0,0.0,0.0,2450.0,1.0,0.00040816326530612246,2450.0,0.0,0.0,5171,2,0.00038677238445175013,5171,0,0.0,5381,8,0.001486712506968965,5381,0,0.0
2015-06-25,6382,0,0.0,6382,0,0.0,1283.0,1.0,0.000779423226812159,1283.0,0.0,0.0,1415.0,1.0,0.0007067137809187279,1415.0,0.0,0.0,3013.0,0.0,0.0,3013.0,0.0,0.0,5543,3,0.0005412231643514342,5543,0,0.0,5441,3,0.0005513692335967653,5441,0,0.0
2015-06-26,6515,1,0.00015349194167306216,6515,0,0.0,1285.0,1.0,0.0007782101167315176,1285.0,0.0,0.0,1352.0,1.0,0.0007396449704142012,1352.0,0.0,0.0,2408.0,1.0,0.0004152823920265781,2408.0,0.0,0.0,5379,2,0.0003718163227365681,5379,0,0.0,5222,2,0.00038299502106472615,5222,0,0.0
2015-06-27,3372,0,0.0,3372,0,0.0,753.0,0.0,0.0,753.0,0.0,0.0,735.0,0.0,0.0,735.0,0.0,0.0,1632.0,0.0,0.0,1632.0,0.0,0.0,3869,4,0.001033858878263117,3869,0,0.0,3402,1,0.00029394473838918284,3402,0,0.0
2015-06-28,3845,0,0.0,3845,0,0.0,768.0,0.0,0.0,768.0,0.0,0.0,867.0,0.0,0.0,867.0,0.0,0.0,1526.0,1.0,0.000655307994757536,1526.0,0.0,0.0,3360,0,0.0,3360,0,0.0,3019,1,0.0003312355084465055,3019,0,0.0
2015-06-29,6551,0,0.0,6551,0,0.0,1319.0,0.0,0.0,1319.0,0.0,0.0,1445.0,0.0,0.0,1445.0,0.0,0.0,2979.0,0.0,0.0,2979.0,0.0,0.0,4855,2,0.00041194644696189496,4855,0,0.0,5043,1,0.000198294665873488,5043,0,0.0
2015-06-30,6893,1,0.0001450747134774409,6893,0,0.0,1332.0,0.0,0.0,1332.0,0.0,0.0,1597.0,1.0,0.0006261740763932373,1597.0,0.0,0.0,3211.0,1.0,0.0003114294612270321,3211.0,0.0,0.0,5347,2,0.0003740415186085656,5347,0,0.0,5584,2,0.00035816618911174784,5584,0,0.0
2015-07-01,7730,2,0.000258732212160414,7730,0,0.0,1328.0,1.0,0.0007530120481927711,1328.0,0.0,0.0,1599.0,1.0,0.0006253908692933083,1599.0,0.0,0.0,3377.0,1.0,0.0002961208172934557,3377.0,0.0,0.0,5481,3,0.0005473453749315818,5481,0,0.0,5284,9,0.0017032551097653293,5284,0,0.0
2015-07-02,6544,7,0.001069682151589242,6544,0,0.0,1498.0,0.0,0.0,1498.0,0.0,0.0,1700.0,0.0,0.0,1700.0,0.0,0.0,3670.0,3.0,0.0008174386920980927,3670.0,0.0,0.0,5466,5,0.0009147457006952067,5466,0,0.0,5199,12,0.002308136180034622,5199,0,0.0
2015-07-03,6208,0,0.0,6208,0,0.0,1136.0,0.0,0.0,1136.0,0.0,0.0,1425.0,0.0,0.0,1425.0,0.0,0.0,3357.0,0.0,0.0,3357.0,0.0,0.0,5274,8,0.0015168752370117557,5274,1,0.00018960940462646946,5325,10,0.0018779342723004694,5325,0,0.0
2015-07-04,3302,0,0.0,3302,0,0.0,764.0,0.0,0.0,764.0,0.0,0.0,825.0,0.0,0.0,825.0,0.0,0.0,2422.0,1.0,0.00041288191577208916,2422.0,0.0,0.0,3563,4,0.001122649452708392,3563,1,0.000280662363177098,3660,1,0.000273224043715847,3660,0,0.0
2015-07-05,3909,0,0.0,3909,0,0.0,758.0,1.0,0.0013192612137203166,758.0,0.0,0.0,737.0,3.0,0.004070556309362279,737.0,0.0,0.0,2183.0,0.0,0.0,2183.0,0.0,0.0,3327,3,0.0009017132551848512,3327,1,0.00030057108506161706,3129,2,0.0006391818472355385,3129,0,0.0
2015-07-06,6133,0,0.0,6133,0,0.0,1328.0,0.0,0.0,1328.0,0.0,0.0,1419.0,0.0,0.0,1419.0,0.0,0.0,3211.0,2.0,0.0006228589224540642,3211.0,0.0,0.0,4803,0,0.0,4803,0,0.0,4827,9,0.0018645121193287756,4827,0,0.0
2015-07-07,6460,1,0.00015479876160990713,6460,0,0.0,1231.0,0.0,0.0,1231.0,0.0,0.0,1482.0,0.0,0.0,1482.0,0.0,0.0,3405.0,1.0,0.0002936857562408223,3405.0,0.0,0.0,5285,1,0.0001892147587511826,5285,0,0.0,4511,5,0.0011084016847705607,4511,0,0.0
2015-07-08,6953,1,0.00014382281029771322,6953,0,0.0,1353.0,0.0,0.0,1353.0,0.0,0.0,1507.0,0.0,0.0,1507.0,0.0,0.0,3580.0,0.0,0.0,3580.0,0.0,0.0,5423,1,0.00018439977872026554,5423,0,0.0,3967,1,0.00025207965717166626,3967,1,0.00025207965717166626
2015-07-09,7066,1,0.0001415227851684121,7066,0,0.0,1273.0,0.0,0.0,1273.0,0.0,0.0,1479.0,0.0,0.0,1479.0,0.0,0.0,3591.0,0.0,0.0,3591.0,0.0,0.0,5762,0,0.0,5762,0,0.0,4043,1,0.0002473410833539451,4043,0,0.0
2015-07-10,6323,6,0.0009489166534872687,6323,0,0.0,1252.0,0.0,0.0,1252.0,0.0,0.0,1521.0,0.0,0.0,1521.0,0.0,0.0,3280.0,9.0,0.00274390243902439,3280.0,0.0,0.0,5537,3,0.000541809644211667,5537,1,0.00018060321473722233,4492,4,0.0008904719501335708,4492,0,0.0
2015-07-11,2953,0,0.0,2953,0,0.0,784.0,0.0,0.0,784.0,0.0,0.0,759.0,0.0,0.0,759.0,0.0,0.0,2299.0,3.0,0.0013049151805132667,2299.0,1.0,0.00043497172683775554,3691,0,0.0,3691,0,0.0,3066,0,0.0,3066,0,0.0
2015-07-12,3384,0,0.0,3384,0,0.0,818.0,0.0,0.0,818.0,0.0,0.0,721.0,0.0,0.0,721.0,0.0,0.0,2044.0,1.0,0.0004892367906066536,2044.0,0.0,0.0,3243,0,0.0,3243,0,0.0,2637,1,0.0003792188092529389,2637,0,0.0
2015-07-13,6081,0,0.0,6081,0,0.0,1169.0,0.0,0.0,1169.0,0.0,0.0,1148.0,0.0,0.0,1148.0,0.0,0.0,3294.0,3.0,0.0009107468123861566,3294.0,0.0,0.0,4718,9,0.0019075879610004239,4718,0,0.0,4172,5,0.0011984659635666348,4172,0,0.0
2015-07-14,6341,0,0.0,6341,0,0.0,1228.0,0.0,0.0,1228.0,0.0,0.0,1227.0,0.0,0.0,1227.0,0.0,0.0,3496.0,3.0,0.0008581235697940503,3496.0,0.0,0.0,5307,1,0.0001884303749764462,5307,0,0.0,3415,0,0.0,3415,0,0.0
2015-07-15,6561,0,0.0,6561,0,0.0,1288.0,0.0,0.0,1288.0,1.0,0.0007763975155279503,1471.0,2.0,0.0013596193065941536,1471.0,0.0,0.0,3458.0,5.0,0.0014459224985540775,3458.0,0.0,0.0,5282,2,0.0003786444528587656,5282,0,0.0,4232,6,0.0014177693761814746,4232,0,0.0
2015-07-16,6633,0,0.0,6633,0,0.0,1324.0,1.0,0.0007552870090634441,1324.0,0.0,0.0,1447.0,3.0,0.002073255010366275,1447.0,0.0,0.0,3417.0,0.0,0.0,3417.0,0.0,0.0,5252,0,0.0,5252,0,0.0,4644,10,0.002153316106804479,4644,0,0.0
2015-07-17,6276,0,0.0,6276,0,0.0,1235.0,1.0,0.0008097165991902834,1235.0,0.0,0.0,1386.0,0.0,0.0,1386.0,0.0,0.0,3345.0,0.0,0.0,3345.0,0.0,0.0,5373,0,0.0,5373,0,0.0,4540,6,0.0013215859030837004,4540,0,0.0
2015-07-18,2857,0,0.0,2857,0,0.0,699.0,0.0,0.0,699.0,0.0,0.0,804.0,0.0,0.0,804.0,0.0,0.0,2355.0,0.0,0.0,2355.0,0.0,0.0,3648,2,0.0005482456140350877,3648,0,0.0,3216,0,0.0,3216,0,0.0
2015-07-19,3544,0,0.0,3544,0,0.0,720.0,0.0,0.0,720.0,0.0,0.0,731.0,2.0,0.0027359781121751026,731.0,0.0,0.0,2093.0,1.0,0.00047778308647873863,2093.0,0.0,0.0,3157,2,0.0006335128286347799,3157,0,0.0,2731,1,0.0003661662394727206,2731,0,0.0
2015-07-20,6191,4,0.0006460991762235503,6191,0,0.0,1279.0,1.0,0.0007818608287724785,1279.0,1.0,0.0007818608287724785,1350.0,0.0,0.0,1350.0,0.0,0.0,3094.0,0.0,0.0,3094.0,0.0,0.0,4757,1,0.00021021652301870928,4757,0,0.0,4185,3,0.0007168458781362007,4185,0,0.0
2015-07-21,6019,1,0.0001661405549094534,6019,0,0.0,1346.0,0.0,0.0,1346.0,0.0,0.0,1469.0,0.0,0.0,1469.0,0.0,0.0,3347.0,2.0,0.0005975500448162533,3347.0,0.0,0.0,5023,0,0.0,5023,0,0.0,4447,0,0.0,4447,0,0.0
2015-07-22,6363,2,0.0003143171460003143,6363,0,0.0,1331.0,0.0,0.0,1331.0,0.0,0.0,1374.0,0.0,0.0,1374.0,0.0,0.0,3342.0,1.0,0.0002992220227408737,3342.0,0.0,0.0,5274,6,0.0011376564277588168,5274,0,0.0,4607,4,0.0008682439765574126,4607,0,0.0
2015-07-23,6740,1,0.0001483679525222552,6740,1,0.0001483679525222552,1285.0,0.0,0.0,1285.0,0.0,0.0,1536.0,0.0,0.0,1536.0,0.0,0.0,3464.0,1.0,0.0002886836027713626,3464.0,0.0,0.0,5354,9,0.0016809861785580874,5354,0,0.0,4485,3,0.0006688963210702341,4485,0,0.0
2015-07-24,6044,2,0.00033090668431502316,6044,0,0.0,1280.0,0.0,0.0,1280.0,0.0,0.0,1340.0,0.0,0.0,1340.0,0.0,0.0,3065.0,2.0,0.0006525285481239804,3065.0,1.0,0.0003262642740619902,5005,15,0.002997002997002997,5005,0,0.0,4571,7,0.0015313935681470138,4571,1,0.0002187705097352877
2015-07-25,3706,1,0.0002698327037236913,3706,0,0.0,1328.0,0.0,0.0,1328.0,0.0,0.0,1315.0,0.0,0.0,1315.0,0.0,0.0,2213.0,0.0,0.0,2213.0,0.0,0.0,3487,2,0.0005735589331803843,3487,1,0.00028677946659019213,2973,2,0.0006727211570803902,2973,0,0.0
2015-07-26,3700,0,0.0,3700,0,0.0,732.0,1.0,0.001366120218579235,732.0,1.0,0.001366120218579235,776.0,1.0,0.001288659793814433,776.0,0.0,0.0,1912.0,0.0,0.0,1912.0,0.0,0.0,3091,0,0.0,3091,0,0.0,2689,1,0.0003718854592785422,2689,0,0.0
2015-07-27,5723,1,0.00017473353136466887,5723,0,0.0,1196.0,0.0,0.0,1196.0,0.0,0.0,1311.0,0.0,0.0,1311.0,0.0,0.0,3108.0,0.0,0.0,3108.0,0.0,0.0,4739,7,0.0014771048744460858,4739,0,0.0,3962,1,0.0002523977788995457,3962,0,0.0
2015-07-28,6005,1,0.00016652789342214822,6005,0,0.0,1258.0,0.0,0.0,1258.0,6.0,0.0047694753577106515,1322.0,0.0,0.0,1322.0,0.0,0.0,3341.0,0.0,0.0,3341.0,0.0,0.0,5101,3,0.000588119976475201,5101,0,0.0,4139,5,0.0012080212611741967,4139,0,0.0
2015-07-29,6608,1,0.0001513317191283293,6608,0,0.0,1312.0,0.0,0.0,1312.0,1.0,0.0007621951219512195,1240.0,0.0,0.0,1240.0,0.0,0.0,3073.0,0.0,0.0,3073.0,0.0,0.0,5016,1,0.00019936204146730463,5016,0,0.0,4356,4,0.0009182736455463728,4356,0,0.0
2015-07-30,5821,12,0.002061501460230201,5821,0,0.0,1051.0,0.0,0.0,1051.0,0.0,0.0,1145.0,1.0,0.0008733624454148472,1145.0,0.0,0.0,3057.0,0.0,0.0,3057.0,0.0,0.0,5034,0,0.0,5034,0,0.0,3834,1,0.0002608242044861763,3834,0,0.0
2015-07-31,6146,1,0.00016270745200130165,6146,0,0.0,1322.0,0.0,0.0,1322.0,0.0,0.0,1185.0,0.0,0.0,1185.0,0.0,0.0,3079.0,1.0,0.0003247807729782397,3079.0,0.0,0.0,4829,2,0.0004141644232760406,4829,1,0.0002070822116380203,4229,1,0.00023646252069047056,4229,0,0.0
2015-08-01,3032,1,0.00032981530343007914,3032,0,0.0,767.0,1.0,0.001303780964797914,767.0,0.0,0.0,579.0,0.0,0.0,579.0,0.0,0.0,2157.0,1.0,0.0004636068613815484,2157.0,0.0,0.0,3272,2,0.0006112469437652812,3272,1,0.0003056234718826406,2767,1,0.0003614022406938923,2767,0,0.0
2015-08-02,3862,0,0.0,3862,0,0.0,715.0,0.0,0.0,715.0,0.0,0.0,697.0,0.0,0.0,697.0,0.0,0.0,1999.0,0.0,0.0,1999.0,1.0,0.0005002501250625312,2964,4,0.001349527665317139,2964,0,0.0,2611,0,0.0,2611,0,0.0
2015-08-03,5638,0,0.0,5638,0,0.0,1235.0,0.0,0.0,1235.0,0.0,0.0,1175.0,0.0,0.0,1175.0,0.0,0.0,2957.0,0.0,0.0,2957.0,0.0,0.0,4119,7,0.0016994416120417577,4119,0,0.0,3628,1,0.0002756339581036384,3628,0,0.0
2015-08-04,6181,2,0.00032357223750202233,6181,0,0.0,1295.0,0.0,0.0,1295.0,0.0,0.0,1188.0,0.0,0.0,1188.0,0.0,0.0,3106.0,0.0,0.0,3106.0,0.0,0.0,4860,2,0.00041152263374485596,4860,0,0.0,3688,5,0.0013557483731019523,3688,0,0.0
2015-08-05,6787,0,0.0,6787,0,0.0,1308.0,0.0,0.0,1308.0,0.0,0.0,1218.0,0.0,0.0,1218.0,0.0,0.0,3367.0,2.0,0.000594000594000594,3367.0,0.0,0.0,4726,3,0.0006347862886161659,4726,0,0.0,3981,2,0.0005023863350916855,3981,0,0.0
2015-08-06,6268,2,0.0003190810465858328,6268,1,0.0001595405232929164,1264.0,0.0,0.0,1264.0,0.0,0.0,1291.0,1.0,0.000774593338497289,1291.0,0.0,0.0,3212.0,1.0,0.00031133250311332503,3212.0,0.0,0.0,4601,3,0.0006520321669202348,4601,1,0.00021734405564007825,3844,2,0.0005202913631633715,3844,0,0.0
2015-08-07,6338,14,0.002208898706216472,6338,1,0.0001577784790154623,1197.0,3.0,0.002506265664160401,1197.0,0.0,0.0,1034.0,2.0,0.0019342359767891683,1034.0,0.0,0.0,3074.0,5.0,0.0016265452179570592,3074.0,3.0,0.0009759271307742355,4748,2,0.00042122999157540015,4748,0,0.0,3974,0,0.0,3974,0,0.0
2015-08-08,3122,9,0.0028827674567584883,3122,0,0.0,725.0,0.0,0.0,725.0,0.0,0.0,586.0,0.0,0.0,586.0,0.0,0.0,2215.0,0.0,0.0,2215.0,0.0,0.0,3403,1,0.0002938583602703497,3403,1,0.0002938583602703497,2716,0,0.0,2716,0,0.0
2015-08-09,3635,4,0.0011004126547455295,3635,1,0.0002751031636863824,724.0,0.0,0.0,724.0,0.0,0.0,462.0,1.0,0.0021645021645021645,462.0,0.0,0.0,2104.0,0.0,0.0,2104.0,0.0,0.0,3163,2,0.0006323110970597534,3163,0,0.0,2616,8,0.0030581039755351682,2616,0,0.0
2015-08-10,5573,0,0.0,5573,0,0.0,1263.0,0.0,0.0,1263.0,0.0,0.0,781.0,0.0,0.0,781.0,0.0,0.0,2734.0,1.0,0.000365764447695684,2734.0,0.0,0.0,4466,3,0.0006717420510523958,4466,0,0.0,3637,25,0.006873797085510036,3637,0,0.0
2015-08-11,5983,2,0.00033428046130703663,5983,2,0.00033428046130703663,1289.0,0.0,0.0,1289.0,0.0,0.0,746.0,0.0,0.0,746.0,0.0,0.0,2916.0,1.0,0.0003429355281207133,2916.0,0.0,0.0,4639,3,0.0006466910972192282,4639,0,0.0,3778,12,0.0031762837480148226,3778,0,0.0
2015-08-12,6186,0,0.0,6186,0,0.0,1339.0,0.0,0.0,1339.0,0.0,0.0,967.0,0.0,0.0,967.0,0.0,0.0,2882.0,0.0,0.0,2882.0,0.0,0.0,4831,3,0.000620989443179466,4831,0,0.0,3802,11,0.0028932140978432403,3802,1,0.0002630194634402946
2015-08-13,7204,0,0.0,7204,0,0.0,1343.0,0.0,0.0,1343.0,0.0,0.0,908.0,0.0,0.0,908.0,0.0,0.0,2856.0,1.0,0.00035014005602240897,2856.0,1.0,0.00035014005602240897,4808,0,0.0,4808,0,0.0,3824,3,0.0007845188284518828,3824,0,0.0
2015-08-14,5957,0,0.0,5957,0,0.0,1294.0,0.0,0.0,1294.0,0.0,0.0,898.0,3.0,0.0033407572383073497,898.0,0.0,0.0,2795.0,2.0,0.0007155635062611807,2795.0,0.0,0.0,4535,1,0.0002205071664829107,4535,0,0.0,3724,1,0.0002685284640171858,3724,0,0.0
2015-08-15,3113,0,0.0,3113,1,0.00032123353678124,712.0,0.0,0.0,712.0,0.0,0.0,482.0,0.0,0.0,482.0,0.0,0.0,1755.0,2.0,0.0011396011396011395,1755.0,0.0,0.0,3253,3,0.0009222256378727329,3253,0,0.0,2636,7,0.002655538694992413,2636,0,0.0
2015-08-16,3542,0,0.0,3542,0,0.0,705.0,0.0,0.0,705.0,0.0,0.0,593.0,0.0,0.0,593.0,0.0,0.0,1289.0,0.0,0.0,1289.0,0.0,0.0,3012,1,0.00033200531208499334,3012,0,0.0,2505,3,0.0011976047904191617,2505,0,0.0
2015-08-17,5778,0,0.0,5778,0,0.0,1299.0,0.0,0.0,1299.0,0.0,0.0,836.0,0.0,0.0,836.0,0.0,0.0,2628.0,0.0,0.0,2628.0,0.0,0.0,4336,1,0.00023062730627306272,4336,0,0.0,3581,4,0.001117006422786931,3581,0,0.0
2015-08-18,6562,1,0.00015239256324291374,6562,0,0.0,1248.0,0.0,0.0,1248.0,0.0,0.0,824.0,0.0,0.0,824.0,0.0,0.0,2831.0,3.0,0.0010596962204168139,2831.0,1.0,0.00035323207347227127,4700,17,0.003617021276595745,4700,0,0.0,3748,2,0.0005336179295624333,3748,0,0.0
2015-08-19,6354,1,0.00015738117721120554,6354,0,0.0,1352.0,0.0,0.0,1352.0,0.0,0.0,912.0,0.0,0.0,912.0,0.0,0.0,2774.0,1.0,0.0003604902667627974,2774.0,0.0,0.0,4737,5,0.0010555203715431707,4737,0,0.0,4054,16,0.003946719289590528,4054,0,0.0
2015-08-20,6866,1,0.00014564520827264782,6866,0,0.0,1411.0,0.0,0.0,1411.0,0.0,0.0,901.0,0.0,0.0,901.0,0.0,0.0,2802.0,2.0,0.0007137758743754461,2802.0,0.0,0.0,4774,4,0.0008378718056137411,4774,0,0.0,4212,41,0.0097340930674264,4212,0,0.0
2015-08-21,7434,0,0.0,7434,0,0.0,1239.0,0.0,0.0,1239.0,0.0,0.0,1022.0,1.0,0.0009784735812133072,1022.0,0.0,0.0,2747.0,1.0,0.00036403349108117945,2747.0,0.0,0.0,4614,6,0.0013003901170351106,4614,0,0.0,4158,20,0.00481000481000481,4158,0,0.0
2015-08-22,3269,0,0.0,3269,0,0.0,743.0,0.0,0.0,743.0,0.0,0.0,625.0,0.0,0.0,625.0,0.0,0.0,2107.0,0.0,0.0,2107.0,0.0,0.0,3443,2,0.0005808887598024978,3443,0,0.0,2929,8,0.0027313076135199728,2929,0,0.0
2015-08-23,3599,0,0.0,3599,0,0.0,774.0,0.0,0.0,774.0,0.0,0.0,524.0,0.0,0.0,524.0,0.0,0.0,1998.0,0.0,0.0,1998.0,0.0,0.0,3137,2,0.000637551801083838,3137,0,0.0,2895,1,0.0003454231433506045,2895,0,0.0
2015-08-24,6048,2,0.00033068783068783067,6048,1,0.00016534391534391533,1298.0,0.0,0.0,1298.0,0.0,0.0,837.0,1.0,0.0011947431302270011,837.0,0.0,0.0,2873.0,0.0,0.0,2873.0,0.0,0.0,4136,34,0.008220502901353965,4136,0,0.0,4078,2,0.0004904364884747426,4078,0,0.0
2015-08-25,5976,0,0.0,5976,0,0.0,1278.0,0.0,0.0,1278.0,0.0,0.0,941.0,1.0,0.0010626992561105207,941.0,0.0,0.0,2996.0,2.0,0.0006675567423230974,2996.0,5.0,0.0016688918558077437,4884,31,0.006347256347256347,4884,0,0.0,4399,2,0.0004546487838145033,4399,0,0.0
2015-08-26,6556,0,0.0,6556,1,0.0001525320317266626,1326.0,1.0,0.0007541478129713424,1326.0,0.0,0.0,936.0,4.0,0.004273504273504274,936.0,0.0,0.0,3015.0,2.0,0.0006633499170812604,3015.0,2.0,0.0006633499170812604,4644,20,0.004306632213608958,4644,1,0.0002153316106804479,4358,5,0.0011473152822395595,4358,0,0.0
2015-08-27,6264,0,0.0,6264,0,0.0,1380.0,0.0,0.0,1380.0,0.0,0.0,1044.0,0.0,0.0,1044.0,0.0,0.0,2972.0,4.0,0.0013458950201884253,2972.0,3.0,0.001009421265141319,4858,12,0.002470152326060107,4858,2,0.0004116920543433512,4569,4,0.0008754650908295032,4569,0,0.0
2015-08-28,6057,0,0.0,6057,1,0.0001650982334489021,1284.0,0.0,0.0,1284.0,0.0,0.0,882.0,0.0,0.0,882.0,0.0,0.0,2913.0,28.0,0.009612083762444216,2913.0,3.0,0.0010298661174047373,4766,10,0.00209819555182543,4766,1,0.000209819555182543,4596,3,0.0006527415143603133,4596,0,0.0
2015-08-29,3282,2,0.0006093845216331506,3282,0,0.0,753.0,0.0,0.0,753.0,0.0,0.0,520.0,0.0,0.0,520.0,0.0,0.0,2298.0,7.0,0.0030461270670147957,2298.0,1.0,0.0004351610095735422,3377,9,0.0026650873556411016,3377,0,0.0,3415,0,0.0,3415,0,0.0
2015-08-30,4024,0,0.0,4024,0,0.0,774.0,0.0,0.0,774.0,0.0,0.0,499.0,0.0,0.0,499.0,0.0,0.0,2086.0,10.0,0.004793863854266539,2086.0,1.0,0.00047938638542665386,3084,10,0.00324254215304799,3084,0,0.0,3056,1,0.0003272251308900524,3056,0,0.0
2015-08-31,6013,0,0.0,6013,0,0.0,1316.0,0.0,0.0,1316.0,0.0,0.0,851.0,0.0,0.0,851.0,0.0,0.0,2985.0,8.0,0.002680067001675042,2985.0,0.0,0.0,4491,9,0.002004008016032064,4491,0,0.0,4373,1,0.000228675966155957,4373,0,0.0
2015-09-01,6663,0,0.0,6663,0,0.0,1322.0,0.0,0.0,1322.0,0.0,0.0,917.0,0.0,0.0,917.0,0.0,0.0,3368.0,0.0,0.0,3368.0,0.0,0.0,5046,6,0.0011890606420927466,5046,0,0.0,5351,1,0.00018688095683049897,5351,0,0.0
2015-09-02,6466,0,0.0,6466,0,0.0,1299.0,0.0,0.0,1299.0,0.0,0.0,899.0,0.0,0.0,899.0,0.0,0.0,3306.0,1.0,0.00030248033877797946,3306.0,0.0,0.0,5062,8,0.0015804030027657052,5062,0,0.0,4889,1,0.00020454080589077522,4889,0,0.0
2015-09-03,6340,0,0.0,6340,0,0.0,1462.0,0.0,0.0,1462.0,0.0,0.0,779.0,0.0,0.0,779.0,0.0,0.0,3404.0,1.0,0.0002937720329024677,3404.0,0.0,0.0,5248,6,0.0011432926829268292,5248,0,0.0,4953,2,0.0004037956793862306,4953,0,0.0
2015-09-04,6256,1,0.00015984654731457802,6256,0,0.0,1273.0,0.0,0.0,1273.0,0.0,0.0,740.0,0.0,0.0,740.0,0.0,0.0,3223.0,3.0,0.000930809804529941,3223.0,0.0,0.0,5002,6,0.0011995201919232307,5002,0,0.0,5198,0,0.0,5198,3,0.0005771450557906887
2015-09-05,3589,0,0.0,3589,0,0.0,765.0,0.0,0.0,765.0,0.0,0.0,505.0,0.0,0.0,505.0,0.0,0.0,2301.0,0.0,0.0,2301.0,0.0,0.0,3648,4,0.0010964912280701754,3648,0,0.0,3385,0,0.0,3385,0,0.0
2015-09-06,3803,0,0.0,3803,0,0.0,770.0,0.0,0.0,770.0,0.0,0.0,494.0,0.0,0.0,494.0,0.0,0.0,2086.0,9.0,0.004314477468839885,2086.0,0.0,0.0,3412,2,0.0005861664712778429,3412,0,0.0,3571,0,0.0,3571,0,0.0
2015-09-07,5841,0,0.0,5841,0,0.0,1400.0,0.0,0.0,1400.0,0.0,0.0,830.0,0.0,0.0,830.0,0.0,0.0,3227.0,0.0,0.0,3227.0,0.0,0.0,4754,7,0.001472444257467396,4754,0,0.0,4965,3,0.0006042296072507553,4965,0,0.0
2015-09-08,6359,0,0.0,6359,0,0.0,1302.0,0.0,0.0,1302.0,0.0,0.0,1069.0,0.0,0.0,1069.0,0.0,0.0,3350.0,2.0,0.0005970149253731343,3350.0,0.0,0.0,4980,4,0.0008032128514056225,4980,0,0.0,5199,13,0.002500480861704174,5199,0,0.0
2015-09-09,6504,0,0.0,6504,0,0.0,1286.0,0.0,0.0,1286.0,0.0,0.0,938.0,0.0,0.0,938.0,0.0,0.0,3491.0,2.0,0.0005729017473503294,3491.0,0.0,0.0,5312,3,0.0005647590361445783,5312,0,0.0,5469,5,0.0009142439202779302,5469,0,0.0
