country,subtype,story_id,url,title,publish_date,media_name
Austria,Aedes,10ef4a869bc394e1d1400dada9894fb6b57a0990f7ee4b7f4d5eb43169743410,http://kurier.at/wissen/update-was-forscher-ueber-das-zika-virus-jetzt-alles-wissen/193.053.477,Update: Was Forscher über das Zika-Virus jetzt alles wissen,2016-04-15,kurier.at
Austria,Aedes,ccd01f1560058f4754e2ab7a2e2ef642d88010f1cb77eaaa6f4de2a7022d3154,http://diepresse.com/home/panorama/welt/4967018/Nachweis-erbracht_Zika-lost-Schaedelfehlbildung-aus?from=rss,Nachweis erbracht: Zika löst Schädelfehlbildung aus,2016-04-14,diepresse.com
Austria,Aedes,d31034cc1afbcae8f822206faec90244d7a628974f51088cd14c2ece90e66f1e,https://www.krone.at/3002875,Sorge um „Virenstich“ durch Mücken und Gelsen,2023-05-10,krone.at
Austria,Aedes,52ade383d67529c0abf9c4fde67808a7bd718f8116540bccd9b899d47d3ad885,https://steiermark.orf.at/stories/3301013/,Graz sagt der Tigermücke den Kampf an,2025-04-12,orf.at
Austria,Aedes,ebb2bcfbeba856928198665485a957bd86df55a5289b26a0b04ade5c87227603,https://www.tt.com/panorama/wissen/15968945/mehr-tote-durch-hitze-warum-die-klimakrise-jetzt-schon-toetet,Mehr Tote durch Hitze: Warum die Klimakrise jetzt schon tötet,2019-08-20,tt.com
Austria,Aedes,74d1bc91a290ee3a1d5911036bc2c5bdd72475c62db18f8b80548d7458afb680,https://www.vol.at/gekommen-um-zu-bleiben-eingeschleppte-stechmuecken-mit-neuen-bedenklichen-krankheitserregern/9756188,"Gekommen, um zu bleiben: Eingeschleppte Stechmücken mit neuen, bedenklichen Krankheitserregern",2025-10-23,vol.at
Austria,Aedes,d1f235b3e00454e2193f12e50f22ac98422114a067cef955bce62d9702e9492e,https://derstandard.at/2000079568161/Parasitologe-Zecken-bringen-viele-neue-Krankheiten-mit?ref=rss,"Parasitologe: ""Zecken bringen viele neue Krankheiten mit""",2018-05-13,derstandard.at
Austria,Aedes,85475d08ba31a9df85a8e77073ed5ada3225bda39b32ebb94a5c64a4a2dc4dd2,http://www.kleinezeitung.at/k/lebensart/gesundheit/4970910/Uebertraeger-gefaehrlicher-Krankheiten_Land-Tirol-will-Tigermucke?from=rss,Überträgt gefährliche Krankheiten,2016-04-19,kleinezeitung.at
Austria,Aedes,6fd276e2ff3dfc91fe927c6b9a70db999fbf23e7da4791792a74d270ff43d235,http://diepresse.com/home/leben/gesundheit/5445062/Der-Kampf-gegen-die-Stechmuecke?from=rss,Der Kampf gegen die Stechmücke,2018-06-11,diepresse.com
Austria,Aedes,a9efcf00a78ba39e1fe8989363823843d866e23ce4b895eae9eea99c75db0906,https://burgenland.orf.at/stories/3262137/,Viel Regen sorgt auch für viele Gelsen,2024-06-21,orf.at
Austria,Aedes,9e7cf9473d7592d5b2afc39b19ef088c8ad25808a15023eb6d82e00b46e4b5cd,https://www.vol.at/experte-mueckenplage-am-bodensee-steht-bevor/5807086,Experte: Mückenplage am Bodensee steht bevor,2018-06-01,vol.at
Austria,Aedes,c2fbf34535f3f1b28390a938d124ea88a5a45c2e79481024759b5fc21bc0c713,https://www.sn.at/panorama/wissen/who-ausbreitung-dengue-fiebers-europa-150539149,WHO warnt vor Ausbreitung des Dengue-Fiebers in Europa,2023-12-22,sn.at
Austria,Aedes,69e4c6e0d57896da3d3197f13553ab62ffc0177bdda102ed2ccc1259e3c853f7,https://www.sn.at/panorama/klimawandel/die-tropen-ruecken-naeher-31269052,Die Tropen rücken näher,2018-07-07,sn.at
Austria,Aedes,0389f801b727214cc2a9f8c88da1e6ba7d72e47e43835db37563bcae24955777,http://derstandard.at/2000032962655/Brasiliens-Krieg-gegen-den-Zika-droht-verlorenzugehen?ref=rss,"Brasiliens ""Krieg gegen den Zika"" droht verlorenzugehen",2016-03-15,derstandard.at
Austria,Aedes,366ade43311bddd748ddf61790838505d8b373a343de6ead05408e0d17c74a6b,https://www.tt.com/artikel/30739059/uebertraeger-gefaehrlicher-krankheiten-koreanische-buschmuecke-in-tirol,Überträger gefährlicher Krankheiten: Koreanische Buschmücke in Tirol,2020-06-29,tt.com
Austria,Aedes,60aaa214cdc4982b797a52747ab38554e1e6e1a95fb63ebae40eb95d86d9cc3f,http://derstandard.at/1395363866391/Thema-Weltgesundheitstag-2014-Vektoruebertragene-Krankheiten?ref=rss,Vektorübertragene Krankheiten: Thema am Weltgesundheitstag,2014-04-01,derstandard.at
Austria,Aedes,5fca6da9bac3bb4fba373e55274b27a99eae85b81b0532ca7e29bdb31d0dfded,https://www.derstandard.at/story/3000000174773/der-beste-schutz-vor-gelsen?ref=rss,Der beste Schutz vor Gelsen,2023-06-16,derstandard.at
Austria,Aedes,96f7d02e1d81af07a483ffb831163befc0a1568443d2d887f42789bdd137d5f2,http://derstandard.at/2000038411782/Olympia-und-Zika-WHO-will-naechste-Woche-Empfehlung-abgeben?ref=rss,Olympia und Zika: WHO will nächste Woche Empfehlung abgeben,2016-06-07,derstandard.at
Austria,Aedes,6396bb8f50ebe21399ffb83f658ed7861687c2219a4a57812a9b99a5454d700b,http://kurier.at/lebensart/gesundheit/tigermuecke-immer-haeufiger-in-oesterreich/31.099.653,Tigermücke immer häufiger in Österreich,2013-10-15,kurier.at
Austria,Aedes,04809855b02085a2581c7c254857593939489f48ec2a2a670a8617fc82905562,http://www.kleinezeitung.at/s/steiermark/4997364/Steiermark_Neue-Gelsen-stechen-auch-tagsuber?from=rss,Neue Gelsen stechen auch tagsüber,2016-05-28,kleinezeitung.at
Austria,Aedes,422af0949cbf9ecfbd1dcee1abd84acc40ca0038fdd5e6853fab0929c4022304,https://www.krone.at/3103749,Invasive Arten gefährden heimische Flora und Fauna,2023-09-04,krone.at
Austria,Aedes,325f0aaf2c344a54ed649f02a8355392a72a9d1274aff9462182a9df732c0ade,https://salzburg.orf.at/stories/3160245/,„Exotische“ Gelsen werden heimisch,2022-06-11,orf.at
Austria,Aedes,53452baf1d8123b2bf39d198a3b0f6eb34b576915bf5398db08fe0638df66478,https://www.krone.at/3847861,Mit Röntgenstrahlen gegen Tigermücken-Plage,2025-07-21,krone.at
Austria,Aedes,aed1194e3038c6092403320988f0f377a72fadce8559e1bb1452c067e84ccd51,https://www.derstandard.at/story/2000133242740/vorsorge-gegeninvasive-arte-koennte-weltweit-eine-billion-euro-einsparen,Vorsorge gegen invasive Arte könnte weltweit eine Billion Euro einsparen,2022-02-10,derstandard.at
Austria,Aedes,107cfa83888db08f1421b366999311fe2ec9e1b7c7508154bb60c06c41c31bd9,"https://www.nachrichten.at/panorama/chronik/baer-erneut-am-fusse-des-untersbergs-gesichtet-experte-mahnt-zur-vorsicht;art58,3833486#ref=rss",Bär erneut am Fuße des Untersbergs gesichtet: Experte mahnt zur Vorsicht,2023-05-17,nachrichten.at
Austria,Aedes,36e4e95958589fca5348c529044ab78df161974204a330d7c81013b2e8c78a9b,"https://www.nachrichten.at/oberoesterreich/nach-hochwasser-gelsenplage-entlang-der-donau;art4,3992405#ref=rss",Nach Hochwasser: Gelsenplage entlang der Donau,2024-10-16,nachrichten.at
Austria,Aedes,ca6fc5294441b379602e8a2b26ed4b190e35f3363bd241d69a836fbb2c9e8ce0,https://tirol.orf.at/stories/3275920/,Tigermücke auch in Innsbruck nachgewiesen,2024-10-05,orf.at
Austria,Aedes,8c7b7b1a79e9e34c2b6b79f07b6d1e3d630f97e578205d61136923e2c21301fa,https://steiermark.orf.at/stories/3228199/,Warmer Oktober: Schädlinge vermehren sich,2023-10-14,orf.at
Austria,Aedes,0a7c03fa0e798e51c2ea322ed2a36488945fdc146307d6e3901054333ad927c0,https://kurier.at/wissen/gesundheit/klimaforscher-wien-interview-gesundheit-klimawandel-koerper/403010256,"Wiener Klimaforscher: ""Auch tropische Krankheiten können heimisch werden""",2025-02-15,kurier.at
Austria,Aedes,4f173c98eac897d0f4465d28b7dc8f1638ef0d0f78eb67d539a46be7e9b21419,https://kurier.at/wissen/tiercoach-reisekrankheiten-werden-heimisch/400556048,Tiercoach: Reisekrankheiten werden heimisch,2019-07-22,kurier.at
Austria,Aedes,18bdc6da0ffd5b7463da6c9f0ceb23ac6fc30d66c5ca117d6e213144aacc8cca,https://steiermark.orf.at/stories/3260727/,Experten rechnen mit Stechmückenplage,2024-06-11,orf.at
Austria,Aedes,b9afd21b54ed46b988f52924ec5492f43ea2aa3b04e20e44cfcd763cb874fe54,https://www.vol.at/rekord-bei-von-muecken-uebertragenen-viren-in-der-eu/9618200,Rekord bei Mücken-Viren in der EU: ECDC warnt,2025-08-20,vol.at
Austria,Aedes,92c3fed6b704fdcdb8ae4be45bb879549d3c72126c77f099d4bc8aa595275989,http://derstandard.at/2000020416757/Erste-Chikungunya-Infektion-mit-Uebertragung-in-Spanien?ref=rss,Erste Chikungunya-Infektion mit Übertragung in Spanien,2015-08-07,derstandard.at
Austria,Aedes,352cfa786e23a55071a07c069aed4f87e9297acc3204146f138f67a75f57558a,https://www.vol.at/nach-unwettern-droht-zum-gluck-keine-gelsenplage/8952124,Nach Unwettern droht zum Glück keine Gelsenplage,2024-09-19,vol.at
Austria,Aedes,c6f2437156142e33ab3e5ee4c8bb824aa5ae970a814ba9ee6cadb281ca32148f,https://kurier.at/chronik/oesterreich/super-gelse-im-anflug/271.604.718,"""Super-Gelse"" im Anflug",2017-06-24,kurier.at
Austria,Aedes,73881a452b63b3734322c6ffd410cf1d0f77c541e0ab3c4228744b942e90e52d,http://www.vol.at/nachweis-erbracht-zika-virus-loest-schaedelfehlbildung-aus/4688782,Nachweis erbracht: Zika-Virus löst Schädelfehlbildung aus,2016-04-14,vol.at
Austria,Aedes,9a6b81cde0f0451c1a48e8349588b0d9c210b7fd3e1670e98cbba2c68e709d67,https://www.kleinezeitung.at/international/5644849/ChikungunyaVirus_Erstmals-Infektionen-in-Spanien-Touristen-infiziert?from=rss,Chikungunya-Virus : Erstmals Infektionen in Spanien,2019-06-15,kleinezeitung.at
Austria,Aedes,71b3fa52413e6e423bae16f1a3a0f91c3cf01756e42c95e0a7faaab485671bc3,https://ooe.orf.at/stories/3233128/,Ausbreitung der Tigermücke soll verhindert werden,2023-11-19,orf.at
Austria,Aedes,680e308d1db2b131d1d37f1956f3a7f4093cfbd20e66b7709cba703e2b14f734,http://www.kleinezeitung.at/k/chronik/international/4970098/Uebertraegt-Krankheiten_Tigermucken-in-Sudtirol_Land-mahnt-zur?from=rss,Überträgt Krankheiten,2016-04-18,kleinezeitung.at
Austria,Aedes,4179ce7f3665be30cf69cd4b0867974f845014175bc4ec70dcaa9d0f8cc5f661,http://www.tt.com/Überblick/Chronik/7061696-6/tigermückenplage-in-südtirol-land-initiierte-forschungsprojekt.csp,Tigermückenplage in Südtirol: Land initiierte Forschungsprojekt,2013-08-23,tt.com
Austria,Aedes,cae85a9b852eb5d6c88a1d1b674ab66bfd2d1e8f29331eb3e5b17964a5ae7a4d,http://derstandard.at/2000034446190/Zika-Virus-Neuartige-Mueckenfalle-entwickelt?ref=rss,Zika-Virus: Neuartige Mückenfalle entwickelt,2016-04-08,derstandard.at
Austria,Aedes,e09433bfb1c0107e4bdb49d31c80c30cd883ab5d82c45fa6b5bfb7115626408e,https://www.krone.at/3874541,Viruserkrankungen durch Stechmücken auf Vormarsch,2025-08-20,krone.at
Austria,Aedes,0faecbe251e3cbb1f1805626ece8f73cfb4140d889a9808b486f334cbaa4575e,https://www.diepresse.com/18020591/neuartiger-impfstoff-gegen-dengue-fieber-erfolgreich-getestet,Neuartiger Impfstoff gegen Dengue-Fieber erfolgreich getestet,2024-01-22,diepresse.com
Austria,Aedes,ebd6cc4481255266b154e1dccc966fc84b8ad916d5a07056acbe65d162dd6a0f,https://kurier.at/kolumnen/wir-schauen-fern/spin-off-mit-elch/403078039,Spin-off mit Elch,2025-08-27,kurier.at
Austria,Aedes,1e6efacffc3dd42e1c2ef9db7843efa96d819445a8e5adab6cb8aa3a6b7e19f1,http://www.kleinezeitung.at/k/chronik/international/4943745/Studie_ZikaVirus-kann-auch-Gehirne-Erwachsener-schaedigen-?from=rss,Zika-Virus kann auch Gehirne Erwachsener schädigen,2016-03-10,kleinezeitung.at
Austria,Aedes,f077594853889d4ce2caff1684ee4fd28ae0a93a14b82bcd44e7dbf72abe2f9a,https://kurier.at/wissen/gesundheit/reisemedizin-urlaub-impfungen-tropenkrankheit/403040551,Richtig gerüstet für die Reise: Wie sie gesund in den Urlaub starten,2025-05-13,kurier.at
Austria,Aedes,3f0722d0fb662d99d24573ecfa298833c13558846f02672f759386eb399d1d61,https://ooe.orf.at/stories/3215407/,Tigermücke in Oberösterreich angekommen,2023-07-18,orf.at
Austria,Aedes,a864dd82a52248ea48b89447b331caeb2ee1a7f29ee6405934d02d6b7c875a79,http://derstandard.at/2000035151769/Zika-Uebertraegermuecke-in-Chile-entdeckt?ref=rss,Zika-Überträgermücke in Chile entdeckt,2016-04-19,derstandard.at
Austria,Aedes,d4701d9b3ff0b093a44195a273b22f418256b81dc2fc13883c1e317eccc977a4,https://kurier.at/chronik/burgenland/auch-das-noch-biblischer-plagenkaefer-am-neusiedler-see/401725326,Auch das noch: Biblischer Plagenkäfer am Neusiedler See,2021-09-04,kurier.at
Austria,Aedes,0d8bb0d259bad3bdc3263b4a8b30f391f943428b6afc213215a90bd7f04e7601,https://www.derstandard.at/story/2000136180078/asiatische-tigermuecke-ist-heuer-in-oesterreich-aktiv?ref=rss,Asiatische Tigermücke ist heuer in Österreich aktiv,2022-05-31,derstandard.at
Austria,Aedes,929c839d3a43f626d4abdf65edc9c4e4a28e9761e0fdf49da96f603c84121200,https://kurier.at/wissen/gesundheit/chikungunya-impfstoff-valneva-oesterreich-tigermuecke-symptome/402814552,Hohe Erwartungen bei zwei Chikungunya-Impfstoffen,2024-03-11,kurier.at
